timestamp,cpu_usage,memory_usage,latency_ms
2025-07-20 03:30:52.709719,55.406544949474736,60.206971207317025,124.26408306007599
2025-07-20 03:31:52.709719,50.10112806901586,65.64102320154358,137.5141475296583
2025-07-20 03:32:52.709719,45.79433955922778,57.430826597510446,106.61660495733325
2025-07-20 03:33:52.709719,48.92422073861757,54.34084848990429,112.26680799598407
2025-07-20 03:34:52.709719,56.23006038823136,58.94093575352909,114.72216873116501
2025-07-20 03:35:52.709719,42.53415973050693,62.23301568496796,133.50038989813194
2025-07-20 03:36:52.709719,48.81575493266324,59.37805482827631,121.10887653441911
2025-07-20 03:37:52.709719,57.56483458654611,60.56749928916021,123.55932783725115
2025-07-20 03:38:52.709719,46.24369294321061,63.46163655527681,124.6652828020176
2025-07-20 03:39:52.709719,59.179965725186534,63.38508068714684,120.65498429150452
2025-07-20 03:40:52.709719,51.46689598602451,58.9387295196628,114.1548036077706
2025-07-20 03:41:52.709719,47.66748796790233,63.53296953649302,130.77238954908103
2025-07-20 03:42:52.709719,51.94611153970916,61.54833751375973,119.4937646672681
2025-07-20 03:43:52.709719,50.933751456870425,63.06660839000993,139.8011192974131
2025-07-20 03:44:52.709719,50.50554139966106,65.81991751449891,125.32333029786903
2025-07-20 03:45:52.709719,50.70682982165511,59.91840048822652,113.67524375889049
2025-07-20 03:46:52.709719,53.62924648475223,60.44924037042015,128.99787198989907
2025-07-20 03:47:52.709719,48.00250571727552,62.63870737413997,120.11147787868788
2025-07-20 03:48:52.709719,41.848089297511876,58.40020865905549,124.90710888588335
2025-07-20 03:49:52.709719,50.388312694730395,66.23621565544848,120.90432375227265
2025-07-20 03:50:52.709719,47.820558931836224,64.8302326905879,105.80531885127147
2025-07-20 03:51:52.709719,48.786420012460006,54.10758498829135,120.74788486214612
2025-07-20 03:52:52.709719,54.18918255030556,61.645034447906596,109.47501838470195
2025-07-20 03:53:52.709719,47.01965563360893,61.75378829276459,113.07467264229405
2025-07-20 03:54:52.709719,56.76467593630676,63.78344816632395,133.89376536110404
2025-07-20 03:55:52.709719,42.57628546025904,64.34486383275895,97.90861836059324
2025-07-20 03:56:52.709719,45.026048562204465,62.04275570925458,128.0562464075482
